ایستگاه,تاریخ,دمای حداقل,دمای حداکثر,نقطه شبنم,رطوبت نسبی,میانگین سرعت باد
stationid,datetime,tmin,tmax,td_m,um,ffm
40768,2023-03-10 00:00:00,5,13.6,0.9375,65.625,3.25
40768,2023-03-11 00:00:00,-0.5,16.3,-0.9875,62.5,1.75
40768,2023-03-12 00:00:00,-1.1,19.2,-2.3,51.375,2
40768,2023-03-13 00:00:00,5.8,12.7,5.8625,81.625,2.375
40768,2023-03-14 00:00:00,5.5,16.4,6.85,78.125,1.625
40768,2023-03-15 00:00:00,3.8,19.6,3.95,60.875,4.125
40768,2023-03-16 00:00:00,5.6,14.2,-1.75,47.875,3.5
40768,2023-03-17 00:00:00,4.2,14.2,-1.1375,52.375,3.375
40768,2023-03-18 00:00:00,-0.3,17.5,-2.8,52.25,2.5
40768,2023-03-19 00:00:00,0,16,-0.4,55.625,4.75
40768,2023-03-20 00:00:00,1.5,17.5,-0.8625,56.375,2.375
40768,2023-03-21 00:00:00,2.7,10.8,0.0375,63.875,4.25
40768,2023-03-22 00:00:00,2.1,6.5,0.844444,83.4444,3.77778
40768,2023-03-23 00:00:00,1.4,9.8,0.75,72.375,1.5
40768,2023-03-24 00:00:00,-0.3,15.7,1.65,67.625,1.25
40768,2023-03-25 00:00:00,1.2,18.7,1.95,60.25,1.875
40768,2023-03-26 00:00:00,2.6,13.2,3.075,74.5,3.25
40768,2023-03-27 00:00:00,3.8,14.2,3.2125,70.375,2.375
40768,2023-03-28 00:00:00,5.4,16.6,3.2125,63.75,3
40768,2023-03-29 00:00:00,2.6,19.2,-1.7625,49.5,3.125
40768,2023-03-30 00:00:00,2.5,18.6,-4.325,33.5,3.625
40768,2023-03-31 00:00:00,3.4,14.9,0.075,61.75,5
40768,2023-04-01 00:00:00,-1,7.3,-9.7125,41.375,4.5
40768,2023-04-02 00:00:00,-3.3,11.8,-9.225,39.125,4.875
40768,2023-04-03 00:00:00,-2.6,14.9,-3.5625,49.875,2.875
40768,2023-04-04 00:00:00,0,18.3,-1.875,48.75,1.75
40768,2023-04-05 00:00:00,1.1,21.3,-3.775,38.375,3.375
40768,2023-04-06 00:00:00,4.9,20.7,-2.88889,34.1111,4.44444
40768,2023-04-07 00:00:00,12.2,20.5,-8.6,22.25,4.375
40768,2023-04-08 00:00:00,0,20.2,-5.925,28.875,4.125
40768,2023-04-09 00:00:00,9.2,22,-4.45,28,4
40768,2023-04-10 00:00:00,4.7,22.9,-1.6875,37.625,1.75
40768,2023-04-11 00:00:00,6.2,23.6,-1.925,34.625,4.75
40768,2023-04-12 00:00:00,10.3,16.8,3.475,53.375,6.875
40768,2023-04-13 00:00:00,5.1,14.8,2.4625,68.125,5
40768,2023-04-14 00:00:00,2.1,12.8,-1.1125,54.625,3.5
40768,2023-04-15 00:00:00,-0.8,17.1,-0.5875,57,2.625
40768,2023-04-16 00:00:00,1.1,18.8,0.3,53.5,1.75
40768,2023-04-17 00:00:00,2.3,20.5,0.6875,52.5,2.375
40768,2023-04-18 00:00:00,2.8,22.4,0.6,50,1.5
40768,2023-04-19 00:00:00,3.4,23.1,-0.4375,42.5,2
40768,2023-04-20 00:00:00,5.3,23.5,-0.5125,40.625,2.625
40768,2023-04-21 00:00:00,7.4,21.1,1.2,42.75,3.75
40768,2023-04-22 00:00:00,5.8,22.2,2.4,53.875,4
40768,2023-04-23 00:00:00,3.1,21.8,3.25,60.625,2.75
40768,2023-04-24 00:00:00,4.2,22.4,5.275,63.625,2.25
40768,2023-04-25 00:00:00,7.9,19.1,5.9,65.625,3.25
40768,2023-04-26 00:00:00,3.1,21.7,1.75,51.75,2.625
40768,2023-04-27 00:00:00,2.6,23,0.15,46.75,2
40768,2023-04-28 00:00:00,4.5,24.4,-0.25,40.625,2.125
40768,2023-04-29 00:00:00,6.3,24.7,0.7375,38.25,2.5
40768,2023-04-30 00:00:00,6.7,22.6,0.0875,38.375,3
40768,2023-05-01 00:00:00,7.3,21,-1.9375,37.5,3.875
40768,2023-05-02 00:00:00,0.3,20.5,-6.5,32.5,2.25
40768,2023-05-03 00:00:00,2.5,19.8,-6.4625,31.125,4.375
40768,2023-05-04 00:00:00,-0.8,16.6,-6.7125,37,3
40768,2023-05-05 00:00:00,0.2,21.8,-4.975,36.25,2.14286
40768,2023-05-06 00:00:00,2.6,26.2,-4.575,29.625,2.375
40768,2023-05-07 00:00:00,5.2,27.6,-3.8,23.3333,3.11111
40768,2023-05-08 00:00:00,10.5,26.8,-3.3625,25.375,4.875
40768,2023-05-09 00:00:00,5.6,21.8,3.325,55.75,3.625
40768,2023-05-10 00:00:00,6,21.5,4.8625,63.375,3.625
40768,2023-05-11 00:00:00,5,25.8,4.425,54,1.625
40768,2023-05-12 00:00:00,6.8,26.9,0.55,37.25,2.125
40768,2023-05-13 00:00:00,7.1,28.3,0.6875,32,3.625
40768,2023-05-14 00:00:00,11.2,22.2,2.2625,43.25,5.125
40768,2023-05-15 00:00:00,7.7,22.5,0.125,39.625,4.125
40768,2023-05-16 00:00:00,2.4,18.7,-1,44.75,3.125
40768,2023-05-17 00:00:00,3.2,24.5,-1.7625,35.5,2.25
40768,2023-05-18 00:00:00,7.5,26.9,-1.0625,29.25,4
40768,2023-05-19 00:00:00,10,27.5,2.4375,37.25,2.25
40768,2023-05-20 00:00:00,10.3,26.5,6.0125,53.875,3.75
40768,2023-05-21 00:00:00,8.5,22.7,8.925,75,4
40768,2023-05-22 00:00:00,8.5,24.2,7.5375,65.375,2
40768,2023-05-23 00:00:00,7.3,26.5,5.5375,49.75,1.625
40768,2023-05-24 00:00:00,9.8,28.1,6.7375,47.375,2.75
40768,2023-05-25 00:00:00,11.9,27,9.5875,64.25,3
40768,2023-05-26 00:00:00,9.8,23.7,9.575,74.375,2.25
40768,2023-05-27 00:00:00,7.5,25.5,7.775,60.75,1.875
40768,2023-05-28 00:00:00,9.5,27,6.9625,52.75,2.125
40768,2023-05-29 00:00:00,10.8,28.2,6.9,45.375,2.375
40768,2023-05-30 00:00:00,14.6,29.1,9.8625,53.125,3.125
40768,2023-05-31 00:00:00,14,26,10.2125,58.75,2
40768,2023-06-01 00:00:00,10,27,5.0625,46.75,2.25
40768,2023-06-02 00:00:00,8.1,27.2,3.5375,38.25,3.25
40768,2023-06-03 00:00:00,9.6,28.5,4.65,37.875,2.25
40768,2023-06-04 00:00:00,9.9,30.3,4.8625,34.625,2.125
40768,2023-06-05 00:00:00,13.6,31.7,4.2125,31.125,2.5
40768,2023-06-06 00:00:00,12.4,29.2,3.675,32.5,2.5
40768,2023-06-07 00:00:00,11.2,29.7,4.9125,35.375,2.375
40768,2023-06-08 00:00:00,11.7,26.4,9.8,66.625,2.75
40768,2023-06-09 00:00:00,9.1,25.6,8.9125,59.875,1.875
40768,2023-06-10 00:00:00,10.7,28.8,7.825,47.125,2.125
40768,2023-06-11 00:00:00,13.9,28.8,5.5875,37.5,3.25
40768,2023-06-12 00:00:00,10.8,31.2,5.45,37.875,2
40768,2023-06-13 00:00:00,13.6,31.9,4.575,34.625,3
40768,2023-06-14 00:00:00,13.2,30.8,3.3625,32,2.5
40768,2023-06-15 00:00:00,10.6,30.1,1.825,30,2.375
40768,2023-06-16 00:00:00,11.6,30.3,2.35,29.5,2
40768,2023-06-17 00:00:00,12.9,30.5,2.8875,29.625,2
40768,2023-06-18 00:00:00,12.5,31.4,0.5625,25.875,2.25
40768,2023-06-19 00:00:00,10.7,32.9,-3.9625,19.625,2.125
40768,2023-06-20 00:00:00,9.2,32.3,-5.025,19,2.75
40768,2023-06-21 00:00:00,9,32.2,-3.625,18.875,1.875
40768,2023-06-22 00:00:00,11.8,32.5,-1.2875,21,2.5
40768,2023-06-23 00:00:00,12,32.5,-1.86265e-09,22.375,2.5
40768,2023-06-24 00:00:00,13.4,32.2,0.2375,22.625,2.625
40768,2023-06-25 00:00:00,11.8,31.8,3.3375,29.875,2.5
40768,2023-06-26 00:00:00,13.4,34.7,5.3125,30.25,2
40768,2023-06-27 00:00:00,14.5,35.2,1.18571,22.8571,2.71429
40768,2023-06-28 00:00:00,15.2,34.7,-0.4625,19.375,2.375
40768,2023-06-29 00:00:00,13.6,35.4,-2.225,17.875,1.75
40768,2023-06-30 00:00:00,12.8,33.3,-0.6625,20.625,2.375
40768,2023-07-01 00:00:00,12.6,33,-0.225,22.375,2.375
40768,2023-07-02 00:00:00,14.5,33.4,2.45,24.75,2.25
40768,2023-07-03 00:00:00,14.4,34.3,4.3625,27,2.625
40768,2023-07-04 00:00:00,14.8,36.4,4.8,25.75,3.125
40768,2023-07-05 00:00:00,16.6,36.9,2.6625,22.125,3.875
40768,2023-07-06 00:00:00,17.2,34.1,3.25,22.625,5.25
40768,2023-07-07 00:00:00,15.6,35.2,3.025,23.5,4.25
40768,2023-07-08 00:00:00,15.2,36.9,2.3375,21.875,3.25
40768,2023-07-09 00:00:00,14.7,34.4,-1.3125,20.375,3.125
40768,2023-07-10 00:00:00,13.4,34.5,-1.05,19.875,2.375
40768,2023-07-11 00:00:00,14.3,34.4,1.725,22.75,2
40768,2023-07-12 00:00:00,13.9,35.8,4.0375,25,1.875
40768,2023-07-13 00:00:00,15.2,39,2.625,20.5,4.625
40768,2023-07-14 00:00:00,17.2,39.3,0.5,16.75,4.375
40768,2023-07-15 00:00:00,16.8,37.5,-0.375,18,2.875
40768,2023-07-16 00:00:00,15.7,36,-2.68889,16.1111,2.77778
40768,2023-07-17 00:00:00,14.6,34.7,-3.2875,17.375,2.25
40768,2023-07-18 00:00:00,14,34.4,4.025,28,2
40768,2023-07-19 00:00:00,14.6,35.5,6.275,30.25,2.125
40768,2023-07-20 00:00:00,17.7,36.4,7.2,29.75,3.5
40768,2023-07-21 00:00:00,16.5,37.7,4.8375,26.125,3.125
40768,2023-07-22 00:00:00,16.9,38.5,3.475,22.5,3
40768,2023-07-23 00:00:00,20.8,37.4,1.6125,17.25,5.625
40768,2023-07-24 00:00:00,17.6,37.9,1.8625,22.5,2.625
40768,2023-07-25 00:00:00,15.2,36.6,0.475,19.75,2.375
40768,2023-07-26 00:00:00,16.7,34.8,3.4,25.25,1.75
40768,2023-07-27 00:00:00,16.4,35.6,5.5,28,1.875
40768,2023-07-28 00:00:00,16,37.3,5.0375,26,2
40768,2023-07-29 00:00:00,18.3,36.9,3.55,20.875,4
40768,2023-07-30 00:00:00,19.2,35.9,2.5,18.125,5.25
40768,2023-07-31 00:00:00,17.9,36.1,2.275,20.625,2.75
40768,2023-08-01 00:00:00,16,35.8,-1.625,16.25,2.375
40768,2023-08-02 00:00:00,16,37.5,-0.8875,16.75,2.75
40768,2023-08-03 00:00:00,17.7,38.2,-0.2625,16.625,2.75
40768,2023-08-04 00:00:00,18.1,38.7,0.4375,17.75,3.25
40768,2023-08-05 00:00:00,18.8,37.1,0.0625,17,5
40768,2023-08-06 00:00:00,16.6,37.4,0.6375,19.875,2.25
40768,2023-08-07 00:00:00,16.9,36.5,-0.425,18.125,2.625
40768,2023-08-08 00:00:00,15.9,34.8,5.375,30.5,4
40768,2023-08-09 00:00:00,15.7,34.8,6,31.5,2.625
40768,2023-08-10 00:00:00,14.9,34.7,2.5,24.625,2.25
40768,2023-08-11 00:00:00,14.4,35.5,-0.7625,19.5,2.5
40768,2023-08-12 00:00:00,13.6,35,-3.0875,17.375,2.125
40768,2023-08-13 00:00:00,13.6,34.4,-0.7,21,2.75
40768,2023-08-14 00:00:00,13.7,32.9,-1,21.125,3.5
40768,2023-08-15 00:00:00,13.1,31.9,-2.2625,19.5,3.375
40768,2023-08-16 00:00:00,9.7,32.5,-5.5875,16,2.75
40768,2023-08-17 00:00:00,11.7,33.2,-5.4125,16,2.25
40768,2023-08-18 00:00:00,16.5,33.4,-2.0625,17.5,2.75
40768,2023-08-19 00:00:00,16,33.3,2.0125,24.25,2.625
40768,2023-08-20 00:00:00,17.2,34.4,2.3875,24.125,2
40768,2023-08-21 00:00:00,17.3,34.3,1.9,23.125,2.25
40768,2023-08-22 00:00:00,13.7,35.9,-1.9375,19.25,1.875
40768,2023-08-23 00:00:00,16.7,36.2,-1.15,17.375,1.875
40768,2023-08-24 00:00:00,14.8,36.2,-4.925,14.125,2
40768,2023-08-25 00:00:00,14.2,36.6,-6.8625,12.75,2.25
40768,2023-08-26 00:00:00,12.7,35.9,-1.7875,20.75,2.875
40768,2023-08-27 00:00:00,14,33.7,6.4875,34,3.125
40768,2023-08-28 00:00:00,14.8,34.4,1.3625,27.625,1.75
40768,2023-08-29 00:00:00,13.3,32.4,1.025,23.625,3.25
40768,2023-08-30 00:00:00,13.3,31,1.3,27.625,2.125
40768,2023-08-31 00:00:00,13.2,31.1,5.2125,34.75,1.875
40768,2023-09-01 00:00:00,13.5,32.7,4.05,30,1.875
40768,2023-09-02 00:00:00,13.8,35.2,2.9625,26,2.625
40768,2023-09-03 00:00:00,14.2,35.7,1.325,22.625,1.625
40768,2023-09-04 00:00:00,16.6,34.6,0.375,21.375,2.75
40768,2023-09-05 00:00:00,13.2,34.7,-2.2125,18.875,1.75
40768,2023-09-06 00:00:00,13,35,-2.675,18,1.75
40768,2023-09-07 00:00:00,13.6,35.6,-4.2375,15.75,2.125
40768,2023-09-08 00:00:00,11.6,33.5,-9.475,15.125,2
40768,2023-09-09 00:00:00,11,31.9,-5.9875,15.625,3
40768,2023-09-10 00:00:00,13.3,32,-1.875,19.625,3.375
40768,2023-09-11 00:00:00,13.1,31.9,-5.025,16.75,3.5
40768,2023-09-12 00:00:00,13,30.9,-3.15,18.125,2.375
40768,2023-09-13 00:00:00,11.6,31.7,0.125,24.375,2.5
40768,2023-09-14 00:00:00,12.9,33.3,-0.775,24.625,3.5
40768,2023-09-15 00:00:00,13.5,28.4,4.1875,36.875,2.125
40768,2023-09-16 00:00:00,9.8,29.5,1.65556,31.5556,1.33333
40768,2023-09-17 00:00:00,10.1,31.6,1.1875,31,1.75
40768,2023-09-18 00:00:00,8.6,30.2,-4.825,21.875,1.875
40768,2023-09-19 00:00:00,7.3,29.7,0.6625,31.75,2.25
40768,2023-09-20 00:00:00,8.8,30.1,2.0125,35.375,2.75
40768,2023-09-21 00:00:00,8.8,30.2,-0.1375,30.875,2
40768,2023-09-22 00:00:00,8.6,30.2,-0.625,27.875,2.625
40768,2023-09-23 00:00:00,9.6,30.2,-2.25,25.75,3
40768,2023-09-24 00:00:00,8.4,30.1,-2.1875,26.5,2.625
40768,2023-09-25 00:00:00,6.9,29.4,-2.2625,27.375,1.875
40768,2023-09-26 00:00:00,8.5,29.8,-4.725,22.5,2
40768,2023-09-27 00:00:00,9.2,27.2,-4.125,23.5,1.875
40768,2023-09-28 00:00:00,7.6,26.5,-2.8125,28.625,2.125
40768,2023-09-29 00:00:00,7.1,26.1,-2.7125,27.5,2
40768,2023-09-30 00:00:00,7,28.5,-2.75,27.875,1.75
40768,2023-10-01 00:00:00,6.2,25.4,-4.2375,27.25,2.25
40768,2023-10-02 00:00:00,11.6,22.5,2.48889,36.6667,3.44444
40768,2023-10-03 00:00:00,11.1,22.8,4.6125,46.25,3.875
40768,2023-10-04 00:00:00,11.9,21.6,6.075,57.25,3.875
40768,2023-10-05 00:00:00,6,22.2,0.6125,47.125,3.125
40768,2023-10-06 00:00:00,3.3,24.6,-2.275,34.75,1.875
40768,2023-10-07 00:00:00,5.7,25.4,3.5875,55.25,2.875
40768,2023-10-08 00:00:00,6.2,25.6,3.4625,52.25,1.75
40768,2023-10-09 00:00:00,7,26.2,-1.875,29.75,3.5
40768,2023-10-10 00:00:00,9,25.2,0.9625,34.875,3
40768,2023-10-11 00:00:00,8.1,25,3.2125,42.5,3.25
40768,2023-10-12 00:00:00,12.6,24.6,5.9875,52.875,3.375
40768,2023-10-13 00:00:00,6.6,25.7,3.3125,58.375,1.875
40768,2023-10-14 00:00:00,3.2,23.2,-2.7875,36.375,2.125
40768,2023-10-15 00:00:00,3.3,24.5,-1.425,34.625,2.25
40768,2023-10-16 00:00:00,9.5,22.7,1.4875,41,3
40768,2023-10-17 00:00:00,2.7,21,-0.35,46.5,1.75
40768,2023-10-18 00:00:00,3.1,21.7,-1.575,40.75,1.75
40768,2023-10-19 00:00:00,7.4,22.3,0.6125,37.625,2.25
40768,2023-10-20 00:00:00,6.7,23.3,0.675,43.125,1.625
40768,2023-10-21 00:00:00,4.4,23.5,-0.4875,39.875,1.875
40768,2023-10-22 00:00:00,5.8,22,-0.2375,40.25,1.125
40768,2023-10-23 00:00:00,3.2,23.6,-3.95,35,1.625
40768,2023-10-24 00:00:00,2.9,22.2,-2.8375,34.375,2.125
40768,2023-10-25 00:00:00,7.1,19.3,0.475,46.5,2
40768,2023-10-26 00:00:00,2.9,21.5,-0.2,45.25,1.75
40768,2023-10-27 00:00:00,4.6,23.3,-3.0875,38.125,2.25
40768,2023-10-28 00:00:00,1,22,-5.3125,32.5,2.375
40768,2023-10-29 00:00:00,3.1,23,-4.9875,30.625,1.75
40768,2023-10-30 00:00:00,2.9,22.8,-3.4875,33.75,1.375
40768,2023-10-31 00:00:00,6.4,15.2,2.975,60,2
40768,2023-11-01 00:00:00,8.5,15.6,9.1625,89.375,1.625
40768,2023-11-02 00:00:00,5.9,12.6,8.2375,96.25,1.75
40768,2023-11-03 00:00:00,4.9,17.4,7.9125,84.375,1.75
40768,2023-11-04 00:00:00,6.7,16.7,6.8125,81.375,2.375
40768,2023-11-05 00:00:00,4.8,16.2,5.475,77.875,1
40768,2023-11-06 00:00:00,2.4,18.3,3.425,69.5,1.875
40768,2023-11-07 00:00:00,2.6,18.2,1.75,61.375,2.25
40768,2023-11-08 00:00:00,2.3,19.8,2.6875,64.5,1.25
40768,2023-11-09 00:00:00,1.3,20.2,1.2375,59.875,0.875
40768,2023-11-10 00:00:00,2.7,20.4,-0.325,48,1.75
40768,2023-11-11 00:00:00,2.5,19.6,0.65,51.375,1.25
40768,2023-11-12 00:00:00,1.7,19.1,0.9625,56.625,1
40768,2023-11-13 00:00:00,1.8,19.4,0.1625,54.875,0.875
40768,2023-11-14 00:00:00,0.8,20.4,-2.375,45.875,1.5
40768,2023-11-15 00:00:00,3.5,12.4,0.5375,61.125,1.5
40768,2023-11-16 00:00:00,4.9,15,4.2625,71.75,1.375
40768,2023-11-17 00:00:00,1.9,16.2,1.5375,61.5,2.125
40768,2023-11-18 00:00:00,2.1,15.4,0.1625,60.125,2.75
40768,2023-11-19 00:00:00,-1.6,18.5,-1.975,51.25,1.625
40768,2023-11-20 00:00:00,5,11.9,2.9875,72.375,4.875
40768,2023-11-21 00:00:00,1.6,8.4,-2.075,64.125,3.875
40768,2023-11-22 00:00:00,-2.8,10.4,-3.8125,67.125,1.375
40768,2023-11-23 00:00:00,-1.9,11.8,-0.6375,73.5,1
40768,2023-11-24 00:00:00,-1.1,14.4,-2.9,58.875,1.75
40768,2023-11-25 00:00:00,-2.7,14.7,-1.9625,60.25,1.125
40768,2023-11-26 00:00:00,1.3,15.8,-0.6125,53.375,2.875
40768,2023-11-27 00:00:00,4.7,15.9,0.925,51,3.625
40768,2023-11-28 00:00:00,6.5,13.5,0.2125,60,2.5
40768,2023-11-29 00:00:00,-1.1,12.5,-0.5,71.75,1.375
40768,2023-11-30 00:00:00,-2.5,17.3,-1.675,65.375,1.25
40768,2023-12-01 00:00:00,-2.3,15.7,-3.85,54.625,1.75
40768,2023-12-02 00:00:00,-3.8,15.5,-3.55,58.375,1.5
40768,2023-12-03 00:00:00,-3.8,17.2,-5.4125,54.125,1.25
40768,2023-12-04 00:00:00,-4,18,-6.35,49.5,1.5
40768,2023-12-05 00:00:00,-4.2,16.5,-7.225,45.375,1.125
40768,2023-12-06 00:00:00,-5.3,13,-6.5375,47.375,1.625
40768,2023-12-07 00:00:00,1.3,12.7,-2.6625,45.875,3
40768,2023-12-08 00:00:00,-0.6,13.5,-4.2125,52.625,2.125
40768,2023-12-09 00:00:00,-3.8,10.7,-2.2125,62.125,0.875
40768,2023-12-10 00:00:00,2.3,17,-3.8125,45.875,2.25
40768,2023-12-11 00:00:00,-1.3,13.3,-4.2625,52.5,0.875
40768,2023-12-12 00:00:00,-1,9.5,-2.225,64.875,0.875
40768,2023-12-13 00:00:00,2.2,9.3,1.1375,77.375,2
40768,2023-12-14 00:00:00,3,9,0.8625,78.625,2.875
40768,2023-12-15 00:00:00,-1,10.5,-4.5875,61.875,2
40768,2023-12-16 00:00:00,-4.5,14.6,-3.7375,62.875,0.75
40768,2023-12-17 00:00:00,-2.6,18.4,-5.65,44.875,2.125
40768,2023-12-18 00:00:00,0.9,13.7,-7.55,43.25,2.375
40768,2023-12-19 00:00:00,-6,9.2,-4.8375,66.5,1.25
40768,2023-12-20 00:00:00,-6.4,9.7,-3.625,69.375,1.5
40768,2023-12-21 00:00:00,-4.2,10.6,-4.05,63.5,1.375
40768,2023-12-22 00:00:00,-5.1,8.8,-2.725,61.125,4.125
40768,2023-12-23 00:00:00,4.5,9.4,-1.3625,55.5,4.5
40768,2023-12-24 00:00:00,6,11.3,-0.6,56.25,5.5
40768,2023-12-25 00:00:00,4.4,10,-0.9125,59.5,3.625
40768,2023-12-26 00:00:00,-1.2,13,-3.875,60.125,3.25
40768,2023-12-27 00:00:00,-4.6,12.7,-3.275,66.125,1
40768,2023-12-28 00:00:00,-2,10.1,0.3125,75.125,1.875
40768,2023-12-29 00:00:00,-4.5,12,-1.1375,79.25,1.625
40768,2023-12-30 00:00:00,-5.4,12.2,-1.4625,74.875,0.875
40768,2023-12-31 00:00:00,-4.3,13.4,-2.35,65,1.75
40768,2024-01-01 00:00:00,-0.4,12.4,-2.3125,63.75,1.625
40768,2024-01-02 00:00:00,-4.6,10.4,-2.9375,66.75,1.125
40768,2024-01-03 00:00:00,-3.2,10.6,-4.625,57.375,2.375
40768,2024-01-04 00:00:00,-5.5,12.9,-6.8125,55.5,2.125
40768,2024-01-05 00:00:00,-4.2,11.3,-5.1875,53.5,2.75
40768,2024-01-06 00:00:00,2,9,-4.7625,55,4.75
40768,2024-01-07 00:00:00,-8.1,9.7,-8.4625,57.5,1.5
40768,2024-01-08 00:00:00,-8,13.9,-13.125,35.25,1.875
40768,2024-01-09 00:00:00,-0.4,16,-21.0125,11.375,3.75
40768,2024-01-10 00:00:00,-0.2,13.7,-14.4,23.625,4.5
40768,2024-01-11 00:00:00,2.5,8.5,-0.8,68.375,2.75
40768,2024-01-12 00:00:00,0.3,8.1,-1.1375,72.875,3.625
40768,2024-01-13 00:00:00,3.6,7.9,-2.8375,56.25,5.25
40768,2024-01-14 00:00:00,3.8,10.1,-1.7,53.375,4.375
40768,2024-01-15 00:00:00,2.8,10.5,0.0375,75.5,2.5
40768,2024-01-16 00:00:00,-5.2,9.5,-5.3625,63,1.75
40768,2024-01-17 00:00:00,-7,10.8,-4.8375,64,1.375
40768,2024-01-18 00:00:00,-2.9,11.4,-3.7,67.5,1.25
40768,2024-01-19 00:00:00,-5.6,12.3,-4.8125,65,1.125
40768,2024-01-20 00:00:00,-5.8,11.8,-6.025,56.625,1.375
40768,2024-01-21 00:00:00,-4.9,12.2,-5.4,53.5,2.5
40768,2024-01-22 00:00:00,-2.8,13.7,-3.525,58.625,2.25
40768,2024-01-23 00:00:00,0.9,9.4,2.65,85.5,1.5
40768,2024-01-24 00:00:00,0.7,10.6,0.2,73.25,3.625
40768,2024-01-25 00:00:00,-0.1,8.1,-2.0625,66.875,2.625
40768,2024-01-26 00:00:00,-2.8,9.8,-1.2,74,1.875
40768,2024-01-27 00:00:00,0.8,6.9,0.625,87.25,2.375
40768,2024-01-28 00:00:00,-5.5,4.3,-3.9875,75.625,3.25
40768,2024-01-29 00:00:00,-5.1,5.3,-4.3375,76.5,1.375
40768,2024-01-30 00:00:00,-6.4,6.2,-3.9125,76.75,1.75
40768,2024-01-31 00:00:00,-3.7,6.8,-1.775,85.875,1.25
40768,2024-02-01 00:00:00,-3.5,4.4,-2.8,82.875,3.625
40768,2024-02-02 00:00:00,-3.7,0.1,-3.35,93.875,2.625
40768,2024-02-03 00:00:00,-12.2,3.5,-8.875,77.75,2.625
40768,2024-02-04 00:00:00,-11,3.6,-8.6375,70,3.25
40768,2024-02-05 00:00:00,-4.3,5.7,-3.5375,69.625,2.875
40768,2024-02-06 00:00:00,0.6,6.6,-3.1875,64.125,3.375
40768,2024-02-07 00:00:00,-3.3,7.3,-4.625,66.5,3.75
40768,2024-02-08 00:00:00,-5,12.4,-5.4,62.375,2.75
40768,2024-02-09 00:00:00,-4.4,14.1,-5.6625,57.125,2.25
40768,2024-02-10 00:00:00,-3.3,13.5,-4.6375,54.125,1.25
40768,2024-02-11 00:00:00,-4.6,14.3,-4.5625,57.25,2.125
40768,2024-02-12 00:00:00,-3.9,16.1,-5.1375,52,2
40768,2024-02-13 00:00:00,-3.2,17.3,-4.725,47.25,1.625
40768,2024-02-14 00:00:00,-1.5,16,-1.8,50.5,4
40768,2024-02-15 00:00:00,5.7,11.9,4.0625,81.375,3.75
40768,2024-02-16 00:00:00,-0.2,4.7,1.55,96,2
40768,2024-02-17 00:00:00,-3.4,7.1,-1.25,84.25,1.875
40768,2024-02-18 00:00:00,-0.5,7.8,-1.5625,71.25,2.75
40768,2024-02-19 00:00:00,0.2,4.4,-0.6375,84.25,2
40768,2024-02-20 00:00:00,-3.1,7.3,-1.05,83,1.5
40768,2024-02-21 00:00:00,-1.5,7.6,-1.3125,77.75,1.25
40768,2024-02-22 00:00:00,-2.8,10.4,-2.6375,67.5,2
40768,2024-02-23 00:00:00,-4,11.8,-2.375,63.875,2.125
40768,2024-02-24 00:00:00,0.2,10.9,0.4625,76.25,2.25
40768,2024-02-25 00:00:00,-2.5,0.7,-3.4875,90.625,3.625
40768,2024-02-26 00:00:00,-7.5,2.4,-6.55,86.25,3.375
40768,2024-02-27 00:00:00,-5.8,-0.8,-5.4375,87.125,3.25
40768,2024-02-28 00:00:00,-4.6,-1.6,-5.7125,88.375,3.125
40768,2024-02-29 00:00:00,-10.9,-0.1,-12.0375,62.875,2
40768,2024-03-01 00:00:00,-9.9,4.8,-11.525,55.625,1.5
40768,2024-03-02 00:00:00,-10.1,8.2,-7.6125,65.75,1.125
40768,2024-03-03 00:00:00,-7,11.5,-4.7625,63.25,1.625
40768,2024-03-04 00:00:00,-1,5.2,0.0875,88.625,1.875
40768,2024-03-05 00:00:00,-0.6,7.8,-1.11759e-08,87.625,2.375
40768,2024-03-06 00:00:00,-3.6,11.7,-4.2,62.25,2.375
40768,2024-03-07 00:00:00,-2.4,12.5,-3.125,52.875,4
40768,2024-03-08 00:00:00,1.3,11.4,-5.075,43.875,3
40768,2024-03-09 00:00:00,-3.7,11.2,-6.1,49.75,2.625
40768,2024-03-10 00:00:00,1.2,12.5,-4.0625,44.5,3.5
40768,2024-03-11 00:00:00,2.8,12,-1.05,68.125,2.5
40768,2024-03-12 00:00:00,-2.8,12.2,-1.6875,69.875,1.75
40768,2024-03-13 00:00:00,-3,17.7,-4.2,56.8,1.875
40768,2024-03-14 00:00:00,-4.4,19,-2.65,60.5,1.875
40768,2024-03-15 00:00:00,7.9,17.5,2.2,54.875,3.875
40768,2024-03-16 00:00:00,2.1,12.8,1.85,75.25,2.75
40768,2024-03-17 00:00:00,1.1,15.9,-3.7125,46.5,3.125
40768,2024-03-18 00:00:00,2,11.7,2.825,74.25,3.5
40768,2024-03-19 00:00:00,6.1,13.7,4.7875,81.125,4.125
40768,2024-03-20 00:00:00,3,10.2,-1.425,59.125,4.125
40768,2024-03-21 00:00:00,-0.1,12.2,-1.0875,63.625,2.875
40768,2024-03-22 00:00:00,-1.4,16,-0.475,65.4286,2.75
40768,2024-03-23 00:00:00,0.5,14.9,-0.775,43.5,3
40768,2024-03-24 00:00:00,0.1,16.2,-1.2375,59.25,5
