ایستگاه,تاریخ,دمای حداقل,دمای حداکثر,نقطه شبنم,رطوبت نسبی,میانگین سرعت باد
stationid,datetime,tmin,tmax,td_m,um,ffm
40768,2022-02-25 00:00:00,-1.1,15,1.75,67.75,4
40768,2022-02-26 00:00:00,6.1,12.7,-0.75,57.5,3.375
40768,2022-02-27 00:00:00,-2.6,13.5,-4.5625,59.375,2
40768,2022-02-28 00:00:00,-4.2,14.5,-4.5875,55,1.875
40768,2022-03-01 00:00:00,-3.3,14.9,-5.3125,48.125,1.625
40768,2022-03-02 00:00:00,1.8,14.4,-1.9375,51.875,2
40768,2022-03-03 00:00:00,4.4,17.2,1.0625,56,3.5
40768,2022-03-04 00:00:00,6.9,10.2,-5.6,41.375,7
40768,2022-03-05 00:00:00,-1.5,10.1,-9.95,38.25,4.75
40768,2022-03-06 00:00:00,-1.2,10.4,-4.125,53.625,4.125
40768,2022-03-07 00:00:00,3.3,11.2,0.7375,72.125,2.875
40768,2022-03-08 00:00:00,1.1,13.1,-0.4,70,3.625
40768,2022-03-09 00:00:00,-2.7,14.3,-1.975,57.125,4.125
40768,2022-03-10 00:00:00,6.7,18.1,0.175,39.875,5.375
40768,2022-03-11 00:00:00,8.5,16.7,0.4375,48.25,5.125
40768,2022-03-12 00:00:00,1.6,10.5,-10.6625,28.5,5.875
40768,2022-03-13 00:00:00,4.3,16.2,-9.2875,25.875,5.625
40768,2022-03-14 00:00:00,5.9,16.8,-4.8375,35.75,4.375
40768,2022-03-15 00:00:00,-1.2,13.6,-5.5125,42.25,3.625
40768,2022-03-16 00:00:00,2.9,7.8,-9.44286,40.5714,6
40768,2022-03-17 00:00:00,-6,8,-14.6125,34.625,4
40768,2022-03-18 00:00:00,-3.6,9.5,-12.525,33.625,2.5
40768,2022-03-19 00:00:00,-4.3,12.1,-10.4125,34.625,2.875
40768,2022-03-20 00:00:00,5,16.1,-6.3625,32.375,5.375
40768,2022-03-21 00:00:00,1.2,16.9,-4.275,39.125,4.125
40768,2022-03-22 00:00:00,2.7,10.5,2.1,79.4444,1.88889
40768,2022-03-23 00:00:00,0.7,17.8,-0.5875,64.125,2.375
40768,2022-03-24 00:00:00,1.4,15.7,-2.4375,49,4.75
40768,2022-03-25 00:00:00,-3.2,9.8,-10.1375,36.375,3
40768,2022-03-26 00:00:00,-2.9,9.1,-6.975,53,3.875
40768,2022-03-27 00:00:00,-5.2,11.2,-9.15,44.125,3.875
40768,2022-03-28 00:00:00,-4.8,13.8,-11.725,32.75,4.375
40768,2022-03-29 00:00:00,-4.1,17.5,-9.0625,35.875,2.375
40768,2022-03-30 00:00:00,-6.3,20.7,-9.4625,34.125,1.625
40768,2022-03-31 00:00:00,4.7,19.9,-1.925,39.75,2.375
40768,2022-04-01 00:00:00,1.1,21.6,-1.35,46.125,1.625
40768,2022-04-02 00:00:00,2,24.5,-2.825,36.25,1.625
40768,2022-04-03 00:00:00,3.7,25.9,-4.8125,28.75,2.75
40768,2022-04-04 00:00:00,4.3,24.7,-6.2125,24.625,2.875
40768,2022-04-05 00:00:00,2.1,22.7,-8.775,24.25,2.625
40768,2022-04-06 00:00:00,3.1,21.3,-6.725,26.375,2.625
40768,2022-04-07 00:00:00,6.7,24.2,-5.625,25.5,6.125
40768,2022-04-08 00:00:00,8.4,23.4,-2.4375,28.125,3.75
40768,2022-04-09 00:00:00,13.3,18.7,0.4,41.875,4.125
40768,2022-04-10 00:00:00,2.2,18.9,0.0625,51.5,3
40768,2022-04-11 00:00:00,3.1,22.8,-4.775,33,2.5
40768,2022-04-12 00:00:00,7,23.8,-5.2875,22.25,4
40768,2022-04-13 00:00:00,13.4,23.4,-13.4875,12.375,4.75
40768,2022-04-14 00:00:00,8.1,23.7,-8.8,17.875,2.75
40768,2022-04-15 00:00:00,7,20.2,4.3875,61.125,2.875
40768,2022-04-16 00:00:00,3.2,19.3,-6.175,38.25,3.125
40768,2022-04-17 00:00:00,-0.2,17.1,-4.6,41.875,2.375
40768,2022-04-18 00:00:00,0,18.8,-7.675,35.25,1.5
40768,2022-04-19 00:00:00,2.8,26.1,-4.7125,27.125,1.75
40768,2022-04-20 00:00:00,8.5,26.9,-1.075,29.5,2.625
40768,2022-04-21 00:00:00,8.4,25.5,-1.4125,31.25,2.5
40768,2022-04-22 00:00:00,3.4,24.4,-6.075,29.625,2.25
40768,2022-04-23 00:00:00,3.8,25.1,-7.65,24.375,2
40768,2022-04-24 00:00:00,3,24.5,-4.325,30,2.625
40768,2022-04-25 00:00:00,11.2,18.6,6.8,71.125,1.875
40768,2022-04-26 00:00:00,9,19.9,8.4625,82,2.125
40768,2022-04-27 00:00:00,7.9,20.9,7.26667,74.4444,1.88889
40768,2022-04-28 00:00:00,4.5,19.3,6.825,70.375,1.75
40768,2022-04-29 00:00:00,9,17.8,8.05,75.125,2
40768,2022-04-30 00:00:00,10.3,20.3,7.1,63.625,2.375
40768,2022-05-01 00:00:00,5.2,19.9,5.925,70.125,1.875
40768,2022-05-02 00:00:00,5,17,6.8875,81,2.875
40768,2022-05-03 00:00:00,5,20.4,4.775,60,3
40768,2022-05-04 00:00:00,5.9,24.5,3,43.875,2.875
40768,2022-05-05 00:00:00,9.6,23.8,1.65556,37.2222,6.11111
40768,2022-05-06 00:00:00,8.2,23.5,-2.2625,36.125,3.625
40768,2022-05-07 00:00:00,9.5,21.9,-6.3125,23,6.125
40768,2022-05-08 00:00:00,4.4,18.6,-5,32.25,3.625
40768,2022-05-09 00:00:00,2.3,19.8,-3.3875,38.25,3.125
40768,2022-05-10 00:00:00,3.5,18.1,-0.5875,44.125,2.625
40768,2022-05-11 00:00:00,2.4,22.7,-1.5375,41.125,2.25
40768,2022-05-12 00:00:00,4.1,22.2,-1.95,36.75,3.875
40768,2022-05-13 00:00:00,3.3,18.7,0.7125,52.25,2.375
40768,2022-05-14 00:00:00,1,22.7,-2.0875,39.5,1.75
40768,2022-05-15 00:00:00,3.9,28.6,0.65,35.875,2.625
40768,2022-05-16 00:00:00,9.2,28.4,-4,24.75,4.375
40768,2022-05-17 00:00:00,5.8,26.6,-3.8875,26.5,2.625
40768,2022-05-18 00:00:00,6.2,25.2,-2.5,31,3.25
40768,2022-05-19 00:00:00,6.3,26.3,-1.375,30.625,2.75
40768,2022-05-20 00:00:00,6.7,27.9,-1.8125,27.25,3.625
40768,2022-05-21 00:00:00,10.2,25.7,-4.125,25.125,3.625
40768,2022-05-22 00:00:00,3.9,28.6,-2.95,29.125,2.625
40768,2022-05-23 00:00:00,8,29.7,-2.2,26.625,3.875
40768,2022-05-24 00:00:00,7.1,24.4,-2.0625,30.375,2.875
40768,2022-05-25 00:00:00,10.4,24.8,0.7125,34,3.25
40768,2022-05-26 00:00:00,7.4,25.5,-0.6,32.875,1.875
40768,2022-05-27 00:00:00,6.3,27.2,-1.975,29.5,2.625
40768,2022-05-28 00:00:00,6.6,27.7,0.7,36.375,3
40768,2022-05-29 00:00:00,7.6,26.4,1.8875,38.75,2.375
40768,2022-05-30 00:00:00,6.4,27.9,1.8375,34.875,1.75
40768,2022-05-31 00:00:00,7.3,29.8,-2.0375,25.125,2.375
40768,2022-06-01 00:00:00,10.4,31.3,-2.075,22.125,3.125
40768,2022-06-02 00:00:00,9.8,32,-0.8875,25.875,2.125
40768,2022-06-03 00:00:00,10.3,32,0.9375,27,2.75
40768,2022-06-04 00:00:00,12,33.4,1.75,28.5,2.25
40768,2022-06-05 00:00:00,11.6,32.7,2.5375,29.75,2.5
40768,2022-06-06 00:00:00,11.4,32.5,4.2375,35.125,2.625
40768,2022-06-07 00:00:00,11.5,33,3.3625,31.5,2.625
40768,2022-06-08 00:00:00,11.6,32.9,-0.9125,22.25,2.625
40768,2022-06-09 00:00:00,10.6,31.6,-0.9875,21.625,3.375
40768,2022-06-10 00:00:00,11.1,30.8,-3.775,19.25,3.375
40768,2022-06-11 00:00:00,9.7,31,-0.0625,25.125,2.25
40768,2022-06-12 00:00:00,10.9,32.5,1.925,28.375,1.875
40768,2022-06-13 00:00:00,13.6,32.4,-0.1375,22,2.75
40768,2022-06-14 00:00:00,13.7,30.7,-2.75,19.5,3.75
40768,2022-06-15 00:00:00,9.9,31.2,-2.5,22.375,3
40768,2022-06-16 00:00:00,9.5,31.4,-3.9,20.75,1.75
40768,2022-06-17 00:00:00,9.5,34.2,-1.6,20.25,2
40768,2022-06-18 00:00:00,12.4,37,0.7125,23,1.75
40768,2022-06-19 00:00:00,13.7,36.3,0.7875,20.875,1.875
40768,2022-06-20 00:00:00,14.4,35.6,2.7125,23.25,2.375
40768,2022-06-21 00:00:00,14.7,36,1.7875,24.125,2.125
40768,2022-06-22 00:00:00,12.3,32.3,-6.2875,15.125,3.75
40768,2022-06-23 00:00:00,11.2,30.3,-0.9125,24.125,3.25
40768,2022-06-24 00:00:00,13.2,30.3,2.675,29.625,2.25
40768,2022-06-25 00:00:00,11.5,32.4,-0.3125,23.5,2
40768,2022-06-26 00:00:00,14.6,32.9,-1.675,19.125,3.5
40768,2022-06-27 00:00:00,11.7,33.9,-2.2375,20.125,2.875
40768,2022-06-28 00:00:00,11.1,35.5,-3.55,19.125,2.25
40768,2022-06-29 00:00:00,10.6,36.1,-6.2625,15.125,2.25
40768,2022-06-30 00:00:00,14.3,37.7,-1.85,16.5,2.125
40768,2022-07-01 00:00:00,14.6,38.4,1.85,20.875,2.125
40768,2022-07-02 00:00:00,17.2,37.5,-0.05,18.875,2.5
40768,2022-07-03 00:00:00,17.3,32.5,6.7125,35.25,3.5
40768,2022-07-04 00:00:00,13.4,30.7,6.5625,39.875,3.5
40768,2022-07-05 00:00:00,13.5,31.9,5.875,34.75,3.125
40768,2022-07-06 00:00:00,16.3,32.9,3.6,26.875,4.75
40768,2022-07-07 00:00:00,18.3,35.9,2.725,24.125,3.5
40768,2022-07-08 00:00:00,15.5,35.4,2.475,24.25,2.125
40768,2022-07-09 00:00:00,17,34.5,4.2625,27,2.75
40768,2022-07-10 00:00:00,14.6,36.3,0.75,20.125,3.5
40768,2022-07-11 00:00:00,16.2,38.7,1.85,20.875,2.5
40768,2022-07-12 00:00:00,16.9,39.4,0.3375,16.875,4.625
40768,2022-07-13 00:00:00,19.1,36.8,-2.05,14.625,5.5
40768,2022-07-14 00:00:00,14.9,35.3,-5.6375,13.75,3.75
40768,2022-07-15 00:00:00,14.1,33.5,-2.9,15.5,4.5
40768,2022-07-16 00:00:00,14.9,34.7,-3.2125,16.375,3.625
40768,2022-07-17 00:00:00,13.5,35.9,-5.175,14.625,3.125
40768,2022-07-18 00:00:00,14,37.3,-5.05,13.375,4
40768,2022-07-19 00:00:00,15,36.7,-4.275,12.75,4.375
40768,2022-07-20 00:00:00,14.9,37.3,-1.8875,16.5,2.875
40768,2022-07-21 00:00:00,16.4,37.7,-0.6625,17.25,2.625
40768,2022-07-22 00:00:00,15.5,35.7,-2.375,15.875,2.875
40768,2022-07-23 00:00:00,13.6,35.8,-5.1125,14.25,2.625
40768,2022-07-24 00:00:00,13.3,35.6,-4.25,14.875,3.125
40768,2022-07-25 00:00:00,14.7,32.6,4.4375,28.875,1.875
40768,2022-07-26 00:00:00,13.6,35.8,5.2125,29.875,2.125
40768,2022-07-27 00:00:00,15.8,36.2,0.35,23.5,2.375
40768,2022-07-28 00:00:00,16.5,37.2,0.625,17.875,2.25
40768,2022-07-29 00:00:00,17.5,35,12.7875,48.125,2.875
40768,2022-07-30 00:00:00,16.1,33.5,13.375,50.625,2.375
40768,2022-07-31 00:00:00,16.9,35.2,9.8625,38.5,2.375
40768,2022-08-01 00:00:00,17,34.7,7.95,34.875,2.875
40768,2022-08-02 00:00:00,16.2,35.7,3.9375,26.375,2.125
40768,2022-08-03 00:00:00,16.3,36.7,2.6,21.75,2.125
40768,2022-08-04 00:00:00,16.2,38.3,1.0125,19.875,2.375
40768,2022-08-05 00:00:00,15.1,37.1,2.25,20.875,2.875
40768,2022-08-06 00:00:00,15.8,37.8,6.15,29.25,1.875
40768,2022-08-07 00:00:00,17.1,37.3,5.95,26.875,2.5
40768,2022-08-08 00:00:00,17.4,37.4,4.6375,23.5,2.625
40768,2022-08-09 00:00:00,17.1,37.1,4.5375,23.625,3
40768,2022-08-10 00:00:00,17.3,36.5,9.1,34.375,3
40768,2022-08-11 00:00:00,17.9,37.9,7.925,29.75,3.625
40768,2022-08-12 00:00:00,17.2,37.6,3.6625,22.5,4
40768,2022-08-13 00:00:00,15.7,35.6,-2.9875,15,5
40768,2022-08-14 00:00:00,14.9,35.9,-1.9375,17,3
40768,2022-08-15 00:00:00,14.4,37.3,-1.975,16.875,2.5
40768,2022-08-16 00:00:00,16.1,38.1,-2.6125,15.375,2.25
40768,2022-08-17 00:00:00,15.7,36.5,-3.1125,16.125,2.75
40768,2022-08-18 00:00:00,13.8,34.6,-4.1375,16.75,1.875
40768,2022-08-19 00:00:00,12,34.1,-4.65,16,3
40768,2022-08-20 00:00:00,12.2,33.9,-2.9,18.625,2.875
40768,2022-08-21 00:00:00,11.8,33.6,-1.82222,20.2222,3.11111
40768,2022-08-22 00:00:00,14.3,34.3,-0.6125,20.375,3.25
40768,2022-08-23 00:00:00,13.1,33,-0.228571,21.8571,3.85714
40768,2022-08-24 00:00:00,13.4,31.2,-0.9875,22,4.125
40768,2022-08-25 00:00:00,11.4,31.6,-2.9625,21.5,3.375
40768,2022-08-26 00:00:00,9.6,31.4,-5.075,19.875,2.875
40768,2022-08-27 00:00:00,8.7,31.1,-6.6625,18.25,2.375
40768,2022-08-28 00:00:00,9.8,31,-7.075,16.5,2.25
40768,2022-08-29 00:00:00,9,31.3,-5.55,16.4286,1.875
40768,2022-08-30 00:00:00,10.2,31.4,-7.3,15.75,2.75
40768,2022-08-31 00:00:00,10.6,31.7,-8.475,14.375,1.875
40768,2022-09-01 00:00:00,9.7,31.8,-6.4125,17.625,1.625
40768,2022-09-02 00:00:00,10.7,33.7,-6.4625,16.125,1.75
40768,2022-09-03 00:00:00,10.9,32.8,-6.7875,15.75,1.875
40768,2022-09-04 00:00:00,9.2,32.7,-10.65,14.25,2.625
40768,2022-09-05 00:00:00,11.8,33.6,-5.625,15.125,1.75
40768,2022-09-06 00:00:00,11.1,34,-5.225,16.375,1.625
40768,2022-09-07 00:00:00,11.5,33.6,-2.3125,19.75,1.875
40768,2022-09-08 00:00:00,14.5,33.3,-0.1875,22.25,2.375
40768,2022-09-09 00:00:00,13.6,32.5,-1.425,22.375,3.25
40768,2022-09-10 00:00:00,8.8,31.2,-5.8375,18.5,2
40768,2022-09-11 00:00:00,7.9,31.5,-4.275,21.5,2
40768,2022-09-12 00:00:00,8.7,31.3,1.225,31,2.5
40768,2022-09-13 00:00:00,8.3,31.8,-1.9,25.875,2
40768,2022-09-14 00:00:00,10.7,32.3,-1.625,22.125,3
40768,2022-09-15 00:00:00,13.3,30.3,-4.7,20.75,2
40768,2022-09-16 00:00:00,10.5,29.7,-4.0125,20.625,1.625
40768,2022-09-17 00:00:00,8.4,31.3,-3.525,22.75,1.875
40768,2022-09-18 00:00:00,9.7,31.6,-1.2875,24.125,2.625
40768,2022-09-19 00:00:00,11.8,32.1,-1.8625,22.125,1.875
40768,2022-09-20 00:00:00,12.2,29.6,-1.8,24.25,1.75
40768,2022-09-21 00:00:00,9.5,30,-4.7125,20,2.5
40768,2022-09-22 00:00:00,10.1,30.4,0.6125,30.375,2.25
40768,2022-09-23 00:00:00,9.3,29.9,0.5625,30.625,2.375
40768,2022-09-24 00:00:00,12.2,31.1,-1.3875,25.125,2.125
40768,2022-09-25 00:00:00,11.4,31.3,-4.575,20.75,2.875
40768,2022-09-26 00:00:00,7.5,31.8,0.075,33,2.875
40768,2022-09-27 00:00:00,6.9,31.8,-5.1875,24.625,2.5
40768,2022-09-28 00:00:00,6,30.8,-6.9125,19.125,2.5
40768,2022-09-29 00:00:00,7.3,31.5,-7.6125,17.75,1.75
40768,2022-09-30 00:00:00,9.3,31.4,-6.6375,17.75,1.75
40768,2022-10-01 00:00:00,8.6,31,-6.7375,18.375,1.75
40768,2022-10-02 00:00:00,7.4,28.1,1.1375,36.75,1.875
40768,2022-10-03 00:00:00,5.8,27.6,-3.6125,29.625,2
40768,2022-10-04 00:00:00,7.8,27.4,-6.9125,20.25,2.5
40768,2022-10-05 00:00:00,7.3,28,-7.1625,19.625,2.125
40768,2022-10-06 00:00:00,7,28.2,-7.5625,19.5,1.625
40768,2022-10-07 00:00:00,6.3,28,-6.575,22,2.25
40768,2022-10-08 00:00:00,5.9,27.2,-3.9375,28.5,2
40768,2022-10-09 00:00:00,5.1,27.4,-3.7375,30,1.375
40768,2022-10-10 00:00:00,4.8,27,-3.825,27.25,3.125
40768,2022-10-11 00:00:00,7.1,26.1,-7.125,24,2.5
40768,2022-10-12 00:00:00,3.7,24.5,-11.1875,18.125,2
40768,2022-10-13 00:00:00,1.8,24.8,-12.2875,18.75,0.625
40768,2022-10-14 00:00:00,4.8,24.2,-5.7125,22,1.375
40768,2022-10-15 00:00:00,5,25.3,-5.1125,23.125,1.875
40768,2022-10-16 00:00:00,6.3,27.1,-5.54444,23.6667,2
40768,2022-10-17 00:00:00,6.6,26.5,-6.6625,23,1.5
40768,2022-10-18 00:00:00,4.9,26.1,-7.0125,23.625,1.375
40768,2022-10-19 00:00:00,4.4,25,-0.5625,38.25,2.25
40768,2022-10-20 00:00:00,3.7,24.7,-3.275,34.5,1.5
40768,2022-10-21 00:00:00,9.6,25,-5.175,23.5,2.75
40768,2022-10-22 00:00:00,7.6,20.2,1.8125,46.625,2.25
40768,2022-10-23 00:00:00,2.5,24.5,-0.8625,42.125,2.5
40768,2022-10-24 00:00:00,4.6,23.4,0.125,41.25,3.125
40768,2022-10-25 00:00:00,5.3,23.4,-0.875,40.125,1.875
40768,2022-10-26 00:00:00,2,24.6,-2.125,38.625,1.75
40768,2022-10-27 00:00:00,3.9,23.9,-1.65,35.75,1.375
40768,2022-10-28 00:00:00,6.6,23.3,-0.35,35,3
40768,2022-10-29 00:00:00,8,21.4,-2.3625,33,2.5
40768,2022-10-30 00:00:00,1,21,-2.9125,36.875,2
40768,2022-10-31 00:00:00,8.7,20,2.3125,48.625,2.75
40768,2022-11-01 00:00:00,8.6,21,-0.6625,39.5,4.375
40768,2022-11-02 00:00:00,2.3,19.2,1.4625,56.875,1.75
40768,2022-11-03 00:00:00,0.6,16.3,-4.75,43.25,2.625
40768,2022-11-04 00:00:00,-1,16.7,-5.8375,41.25,1.5
40768,2022-11-05 00:00:00,0.2,16.3,-8.2625,35,1.875
40768,2022-11-06 00:00:00,-0.7,15.7,-10.5,30.75,2.375
40768,2022-11-07 00:00:00,-0.6,15.5,-8.3125,36.25,1.25
40768,2022-11-08 00:00:00,-3,14.6,-6.3875,44.5,1.75
40768,2022-11-09 00:00:00,-3.1,15.6,-5.125,45.625,1.875
40768,2022-11-10 00:00:00,2,14.8,1.13333,72.2222,1.44444
40768,2022-11-11 00:00:00,0,15.8,1.475,71.625,1.5
40768,2022-11-12 00:00:00,1.5,13.9,1.7,72.875,1.125
40768,2022-11-13 00:00:00,-1.6,14.2,-1.9875,65.625,1.375
40768,2022-11-14 00:00:00,-3.8,15.5,-7.775,44.75,1.375
40768,2022-11-15 00:00:00,-3.7,14.9,-8.9625,38.875,1.75
40768,2022-11-16 00:00:00,-4.6,9.5,-4.15,59.875,1
40768,2022-11-17 00:00:00,1.8,13.5,3.65,86.625,1.75
40768,2022-11-18 00:00:00,0.9,14.9,-1.1625,64.625,2.75
40768,2022-11-19 00:00:00,-2.4,13.3,-1.475,67.625,1.375
40768,2022-11-20 00:00:00,-2.6,14.7,-2.6625,60.875,0.625
40768,2022-11-21 00:00:00,-3.7,16.1,-3.5875,59,1.5
40768,2022-11-22 00:00:00,-5.4,14.1,-4.7125,55.375,1
40768,2022-11-23 00:00:00,-3.1,14.8,-5.5625,48.375,1.625
40768,2022-11-24 00:00:00,-3.1,15.5,-4.8375,49.25,1.75
40768,2022-11-25 00:00:00,0.2,13.1,-0.025,61.5,1.5
40768,2022-11-26 00:00:00,5.1,14.1,0.75,54,4.125
40768,2022-11-27 00:00:00,7.3,13.3,-3.475,47.75,2.5
40768,2022-11-28 00:00:00,-3.8,11.3,-3.15,63.5,1.375
40768,2022-11-29 00:00:00,-4.1,14,-3.1,58.125,1
40768,2022-11-30 00:00:00,0.8,11.4,-0.9375,64.25,0.75
40768,2022-12-01 00:00:00,0.5,10.4,2.4,83.25,0.875
40768,2022-12-02 00:00:00,2.4,12.6,2.75,81.875,1.375
40768,2022-12-03 00:00:00,-2.8,11.8,0.1125,78.25,1.5
40768,2022-12-04 00:00:00,-4.5,6.8,-2.275,76.125,2.25
40768,2022-12-05 00:00:00,0.4,3.9,-2.4,73.875,1.875
40768,2022-12-06 00:00:00,-1.8,3.9,-2.02222,78.5556,1.88889
40768,2022-12-07 00:00:00,-1.2,8.4,-2.85,68.875,1.75
40768,2022-12-08 00:00:00,-5.8,7.8,-4.725,72.875,1.5
40768,2022-12-09 00:00:00,-7.7,7.3,-4.9875,75.5,1.375
40768,2022-12-10 00:00:00,-6.5,6.3,-3.625,77.375,1.25
40768,2022-12-11 00:00:00,-5.8,6.8,-5.275,69.875,1
40768,2022-12-12 00:00:00,-9.5,7,-5.975,65,0.875
40768,2022-12-13 00:00:00,1.1,10.7,-0.5875,56.875,2.375
40768,2022-12-14 00:00:00,3.3,7.3,2.5375,88.125,1.875
40768,2022-12-15 00:00:00,0.9,5.8,2.275,91.875,1
40768,2022-12-16 00:00:00,2.3,8,0.65,88.625,0.875
40768,2022-12-17 00:00:00,-2.8,8.1,0.4875,86.75,1.125
40768,2022-12-18 00:00:00,-0.3,10.1,-0.75,86.125,1
40768,2022-12-19 00:00:00,-6.3,8.6,-3.525,76.875,1.25
40768,2022-12-20 00:00:00,-9.6,8.7,-4.1625,81.25,1.5
40768,2022-12-21 00:00:00,-6.1,6.6,-3.875,86.625,1.125
40768,2022-12-22 00:00:00,-7.3,3.8,-2.1625,92.375,1.375
40768,2022-12-23 00:00:00,-0.8,5.9,0.175,89.125,2.625
40768,2022-12-24 00:00:00,-1.2,1.4,-0.525,98.25,3.125
40768,2022-12-25 00:00:00,-2.4,4.1,-0.4875,98.5,1.625
40768,2022-12-26 00:00:00,-4.5,4.5,-3.5375,83.375,1.75
40768,2022-12-27 00:00:00,-8.4,0.4,-4.6375,86.375,1.375
40768,2022-12-28 00:00:00,-5.9,1.3,-6.2125,79.875,1.5
40768,2022-12-29 00:00:00,-9.6,3.9,-6.95,78,1.125
40768,2022-12-30 00:00:00,-8.4,3.8,-6.2,78.125,1.375
40768,2022-12-31 00:00:00,-9.1,3.6,-6.35,82.625,1.125
40768,2023-01-01 00:00:00,-9.5,4.3,-7.4125,76.5,1.125
40768,2023-01-02 00:00:00,-11.9,-0.2,-8.7125,90,0.75
40768,2023-01-03 00:00:00,-12.2,1,-8.8125,84,0.625
40768,2023-01-04 00:00:00,-11.6,-2.2,-6.84444,88.4444,1
40768,2023-01-05 00:00:00,-5.4,1.8,-2.0375,96,1
40768,2023-01-06 00:00:00,-2.8,5.1,-2.0625,86.625,1.5
40768,2023-01-07 00:00:00,-7.7,6,-5.25,70,2.375
40768,2023-01-08 00:00:00,-2.9,6.4,-4.275,65,3.125
40768,2023-01-09 00:00:00,-2.9,3.5,-4.15,73.875,2
40768,2023-01-10 00:00:00,-3.1,0.5,-4.925,80.25,1.5
40768,2023-01-11 00:00:00,-3.6,2.4,-5.1125,76.625,3.125
40768,2023-01-12 00:00:00,-3.2,1.6,-6.9125,72.875,4
40768,2023-01-13 00:00:00,-6.7,1.3,-7.375,75.375,1.75
40768,2023-01-14 00:00:00,-8.1,-2.4,-6.075,91.375,1.25
40768,2023-01-15 00:00:00,-5.6,0.4,-4.9375,96.75,1.125
40768,2023-01-16 00:00:00,-10.7,-4.7,-9.4625,93.75,1.375
40768,2023-01-17 00:00:00,-12.4,-2.5,-6.9625,96.5,1
40768,2023-01-18 00:00:00,-7.2,-2.9,-6.725,94.5,2
40768,2023-01-19 00:00:00,-15.6,-2.1,-13.1125,90.75,1
40768,2023-01-20 00:00:00,-23.6,-6.1,-18.7125,83.25,0.25
40768,2023-01-21 00:00:00,-23,-4.5,-18.3375,82.75,0.75
40768,2023-01-22 00:00:00,-21.7,-5.1,-16.3,84.75,0.625
40768,2023-01-23 00:00:00,-18.6,-1.6,-9.16667,88.4444,0.555556
40768,2023-01-24 00:00:00,-8.6,0.9,-6.325,90.75,1.125
40768,2023-01-25 00:00:00,-11,-0.9,-7.475,91.625,1.75
40768,2023-01-26 00:00:00,-11.1,-2.6,-6.4875,91.5,1.25
40768,2023-01-27 00:00:00,-5.9,-1,-5.1375,91.875,1.375
40768,2023-01-28 00:00:00,-11.8,-4.4,-8.075,90.875,1
40768,2023-01-29 00:00:00,-7.4,4.5,-2.8875,86.625,2
40768,2023-01-30 00:00:00,-2.3,6.7,-1.5125,75.875,2.375
40768,2023-01-31 00:00:00,-0.2,7.8,0.8,88.75,3.25
40768,2023-02-01 00:00:00,-5.4,6.1,-4.5125,73.125,1.85714
40768,2023-02-02 00:00:00,-6,5.6,-5.3375,75,3.25
40768,2023-02-03 00:00:00,-5.1,4.2,-8.075,63.375,2.625
40768,2023-02-04 00:00:00,-10.2,1.9,-9.0125,74.375,2
40768,2023-02-05 00:00:00,-8.4,6.2,-7.2875,56.5,3.75
40768,2023-02-06 00:00:00,-5.3,8.2,-3.275,70.5,2.25
40768,2023-02-07 00:00:00,0.8,7.5,-1.425,76.625,2.625
40768,2023-02-08 00:00:00,-2.7,2.4,-4.0625,80.625,3
40768,2023-02-09 00:00:00,-9.3,0.3,-8.5875,77.125,2.125
40768,2023-02-10 00:00:00,-13.2,-2.6,-12.175,73.875,1.75
40768,2023-02-11 00:00:00,-13.4,0.4,-9.275,79.375,1.375
40768,2023-02-12 00:00:00,-5.6,1.5,-4.1125,91.5,0.5
40768,2023-02-13 00:00:00,-12.2,-0.8,-7.9,90.375,1.125
40768,2023-02-14 00:00:00,-16.5,-1.4,-10.825,89.625,0.625
40768,2023-02-15 00:00:00,-11.6,,-6.25,83,1.375
40768,2023-02-16 00:00:00,-13.7,3.8,-10.275,68.625,2.25
40768,2023-02-17 00:00:00,-15,0.5,-12.3375,73.25,1.75
40768,2023-02-18 00:00:00,-17.5,1.3,-11.375,79.625,1.125
40768,2023-02-19 00:00:00,-14.9,7.7,-10.85,59.375,2.25
40768,2023-02-20 00:00:00,-5.9,8.3,-6.25,60.75,2.625
40768,2023-02-21 00:00:00,-5,9.1,-7.3,48.375,2.5
40768,2023-02-22 00:00:00,-0.6,12.4,-5.475,45.375,3.25
40768,2023-02-23 00:00:00,-1.3,12.7,-4.85,45.25,3.75
40768,2023-02-24 00:00:00,-1.7,11.4,-3.45556,58.3333,3
40768,2023-02-25 00:00:00,-2.9,12.2,-0.3625,74.5,1.5
40768,2023-02-26 00:00:00,-2.7,13.8,-1.7625,66.875,2
40768,2023-02-27 00:00:00,-2.7,15.6,-2.4,60,1.25
40768,2023-02-28 00:00:00,-3.2,14.8,-3.575,58.125,1
40768,2023-03-01 00:00:00,-3.8,14.8,-4.775,54,1.875
40768,2023-03-02 00:00:00,-2.6,15.7,-4.15,50.375,2.25
40768,2023-03-03 00:00:00,-0.8,16.8,-4.9875,43.75,3
40768,2023-03-04 00:00:00,6.3,17.6,-2.7625,35.125,5
40768,2023-03-05 00:00:00,1.3,18.9,-5.35,34.125,3.5
40768,2023-03-06 00:00:00,3.3,20.1,-2.2125,34,4.5
40768,2023-03-07 00:00:00,6.7,16.3,4.5375,68.5,2.625
40768,2023-03-08 00:00:00,3.1,9.7,3.9375,82.75,2.125
40768,2023-03-09 00:00:00,6.3,14.6,4.75,73,3
